id,avtor
Phantom_Whose_Touch_Means_Death_(Earth-616),Jack Kirby

Phillip_Masters_(Earth-616),Jack Kirby

Phillip_Sterling_(Earth-616),Gene Colan

Phineas_Mason_(Earth-616),Steve Ditko

Phoebus_Apollo_(Earth-616),Lin Streeter

Phoebus_Apollo_(Earth-616),Mark Gruenwald

Phoebus_Apollo_(Earth-616),Keith Pollard

Pierre_Dubois_(Earth-616),Al Hartley

Pierre_Palette_(Earth-616),Al Hartley

Pierre_Picolino_(Earth-616),Jack Kirby

Pietro_Maximoff_(Earth-616),Jack Kirby

Pilai_(Earth-616),H.E. Huntley

Pilai_(Earth-616),Jack Kirby

Pillars_of_Utgard,Jack Kirby

Ping_Su_(Earth-616),John Romita Sr.

Planet_T-37X,Larry Lieber

Plant-Thing_from_Mars_(Earth-616),Jack Kirby

Plasti-Gun,Gene Colan

Plastoid_(Earth-616),Gene Colan

Plato_Monarkos_(Earth-616),Roy Thomas

Plato_Monarkos_(Earth-616),Mike Sekowsky

Plato_Monarkos_(Earth-616),Steve Ditko

Polarizer_Gun,Jack Kirby

Polyphemus_(Earth-616),Jack Kirby

Pool_of_Peace,Jack Kirby

Poppup,Jack Kirby

Poppupians,Jack Kirby

Pops_Jenkins_(Earth-616),Al Hartley

Porcupine_Armor,Don Heck

Porky_(Earth-616),Bill Everett

Poseidon_Aegaeus_(Earth-616),Otto Binder

Poseidon_Aegaeus_(Earth-616),Frank Giacoia

Poseidon_Aegaeus_(Earth-616),Gene Colan

Possessors,Steve Ditko

Power_Cosmic,Jack Kirby

Power_Sphere,Jack Kirby

Precious_(Earth-616),Steve Ditko

Prester_John_(Johann)_(Earth-616),Jack Kirby

Primitoid_(Earth-616),Jack Kirby

Prince_Rey_(Earth-616),Don Heck

Professor_Carter_(Earth-616),Jack Kirby

Professor_Cobbwell_(Earth-616),Steve Ditko

Professor_Crater_(Earth-616),Steve Ditko

Professor_Elixir_(Earth-616),Dick Ayers

Professor_Ford_(Earth-616),Robert Bernstein

Professor_Ford_(Earth-616),Jack Kirby

Professor_Jack_(Earth-616),Bob Powell

Professor_Jack_(Earth-616),Larry Ivie

Professor_Kraut_(Earth-616),Don Rico

Prosilicans,Larry Lieber

Prosilicus,Larry Lieber

Prowler%27s_Suit,John Buscema

Psionic_Headband,Jack Kirby

Psycho-Man_(Earth-616),Jack Kirby

Pumpkin_Bomb,Steve Ditko

Punchy_(Earth-616),Joe Orlando

Punisher_(Cyborg)_(Earth-616),Jack Kirby

Purple_Dimension,Steve Ditko

Pym_Laboratories_(Location),Larry Lieber

Pym_Laboratories_(Location),Jack Kirby

Pym_Particles,Larry Lieber

Pym_Particles,Jack Kirby

Qnax_(Earth-616),Jack Kirby

Quagmire_of_Doom,Gene Colan

Quasi-Motivational_Destruct_Organism_(Earth-616),Jack Kirby

Queega,Gene Colan

Quentin_Beck_(Earth-616),Steve Ditko

Quentin_Beck_(Earth-77013),Larry Lieber

Quists,Jack Kirby

Rabble_Rouser_(Weinberg)_(Earth-616),Dick Ayers

Rachel_Carpenter_(Earth-534834),Ron Friedman

Rachel_Carpenter_(Earth-534834),Steve Hayes

Rafe_Collins_(Earth-616),Larry Lieber

Rajah_(Earth-616),John Romita Sr.

Rajah_(Elephant)_(Earth-616),Jack Kirby

Rajaks,Larry Lieber

Rakkhal_(Earth-6966),John Buscema

Rama_Kaliph_(Earth-616),Steve Ditko

Ramond_Theis_(Earth-616),H.E. Huntley

Ramond_Theis_(Earth-616),Don Heck

Rance_Preston_(Earth-616),Jack Kirby

Randac_(Earth-616),Jack Kirby

Randolph_Robertson_(Earth-616),John Romita Sr.

Randy_Clayton_(Earth-616),Bob Brown

Raniero_Drago_(Earth-616),John Romita Sr.

Ravenseye,Jack Kirby

Raven_Blackthorn_(Earth-77013),Larry Lieber

Ravonna_Renslayer_(Earth-6311),Don Heck

Rawhide_Kid_(Earth-616),Bob Brown

Raymond_Bloch_(Earth-616),Steve Ditko

Raymond_Bloch_(Earth-77013),Larry Lieber

Raymond_Dexter_(Earth-77013),John Romita

Raymond_Warren_(Earth-616),Steve Ditko

Recorder_211_(Earth-616),Jack Kirby

Redcoat_(Earth-616),Syd Shores

Redford_Raven_(Earth-616),Dick Ayers

Reducing_Ray,Jack Kirby

Redwing_(Earth-616),Gene Colan

Red_Hargrove_(Earth-616),Jack Kirby

Red_Hastings_(Earth-616),John Buscema

Red_Wolf_(Apache)_(Earth-616),Jack Kirby

Reed_Richards_(Earth-1102),Dale Eaglesham

Reed_Richards_(Earth-616),Jack Kirby

Reed_Richards_(Earth-71016),John Romita Jr.

Reed_Richards_(Earth-77013),Larry Lieber

"Reed_Richards_(Skrull,_Cow)_(Earth-616)",Jack Kirby

Refrigeration_Unit,Jack Kirby

Reginald_Pinkerton_(Earth-616),Dick Ayers

Replica_Model_X-2_(Earth-616),Jack Kirby

Replica_Model_X-3_(Earth-616),Jack Kirby

Reynard_Slinker_(Earth-616),Jack Kirby

Rhinogon_(Earth-616),Jack Kirby

Rhino_Armor,John Romita Sr.

Ricardo_Jones_(Earth-616),Jack Kirby

Richard_Erlich_(Earth-697064),Bob Hall

Richard_Fisk_(Earth-616),John Romita Sr.

Richard_Flint_(Earth-616),Dick Ayers

Richard_Janus_(Earth-616),John Buscema

Richard_Jones_(Earth-600026),Jack Kirby

Richard_Jones_(Earth-616),Jack Kirby

Richard_Nixon_(Earth-616),Herb Trimpe

Richard_Parker_(Earth-616),Larry Lieber

Richard_Raleigh_(Earth-616),Gerry Conway

Richard_Raleigh_(Earth-616),John Romita

Richard_Starkey_(Earth-616),Bob Powell

Richard_Wormly_(Earth-616),Steve Ditko

Rick_Marshall_(Earth-TRN148),Larry Lieber

Rick_Marshall_(Earth-TRN148),Jack Kirby

Rick_Stoner_(Earth-616),Jack Kirby

Rick_Stoner_(Earth-616),Barry Dutter

Rick_Stoner_(Earth-616),M.C. Wyman

Rick_Stoner_(Earth-616),Terry Kavanagh

Rick_Stoner_(Earth-616),Ramon Bernado

Rico_(Earth-TRN623),Steve Ditko

Rigellians,Jack Kirby

Rigellian_Grand_Commissioner_(Earth-616),Jack Kirby

Rigellian_Recorders,Jack Kirby

Rijk_Rooten_(Earth-616),Dick Ayers

Rinda_(Earth-616),Jack Kirby

Rings_of_Raggadorr,Steve Ditko

Ring_(Nazi)_(Earth-616),Al Avison

Rivvak_(Earth-616),Jack Kirby

RKP_Palace,Steve Ditko

Robert_Bronson_(Earth-616),Jack Kirby

Robert_Carter_(Earth-616),Jack Kirby

Robert_Dietzel_(Earth-616),Gene Colan

Robert_Drake_(Earth-616),Jack Kirby

"Robert_F._Wagner,_Jr._(Earth-616)",Dick Ayers

Robert_Grayson_(Earth-616),Russ Heath

Robert_Hoskins_(Earth-616),Gene Colan

Robert_Plunder_(Earth-616),Jack Kirby

Robert_Ralston_(Earth-616),Jack Kirby

Robert_Robertson_(Earth-616),Jack Kirby

Robot_X_(Earth-616),Jack Kirby

Rocco_Rank_(Earth-616),Steve Ditko

Rocky_Roberts_(Earth-616),Steve Ditko

Rock_of_Meditation,Bill Everett

Rock_Trolls_(Orange-Skinned),Jack Kirby

Roddy_Colt_(Earth-616),Don Rico

Rod_Raymond_(Earth-77013),Larry Lieber

Romulus_Augustulus_(Earth-616),Jack Kirby

Ronald_Rankin_(Earth-616),Jack Kirby

Ronald_Robbins_(Earth-616),Al Hartley

Ronan_(Earth-616),Jack Kirby

Rorgg_(Earth-616),Jack Kirby

Rorgg_(Earth-616),Dick Ayers

Rosamund_(Earth-616),Joe Maneely

Rosa_Santos_(Earth-77013),Larry Lieber

Roscoe_Sweeney_(Earth-616),Bill Everett

Roy_Stone_(Earth-616),Dick Ayers

Ruby_(Earth-616),Larry Lieber

Ruby_(Earth-616),Jack Kirby

Rugga_(Earth-616),Jack Kirby

Ruler_of_the_Earth_(Earth-616),Jack Kirby

Russia,Jack Kirby

Russia,Charles Nicholas

Rusty_Dorgin_(Earth-77013),John Romita

Rynda_(Earth-616),Jack Kirby

S.H.I.E.L.D._Executive_Board_(Earth-616),Jack Kirby

S.H.I.E.L.D._Uniforms,Jack Kirby

Sabretooth_(Howlett)_(Earth-77013),Larry Lieber

Sabre_of_Sorcery,Marie Severin

Sagar_(Earth-616),Steve Ditko

Sagittarians,Herbert Trimpe

Saguta_(Earth-616),Jack Kirby

Salem_Center,Jack Kirby

Sally_Avril_(Earth-616),Steve Ditko

Sally_Avril_(Earth-616),Kurt Busiek

Sally_Avril_(Earth-616),Pat Olliffe

Sally_Durant_(Earth-616),Don Heck

Sally_Green_(Earth-616),Steve Ditko

Sally_Jones_(Earth-616),Al Hartley

Samson_(Biblical)_(Earth-616),Ken Bald

Samuel_Sawyer_(Earth-616),Jack Kirby

Samuel_Saxon_(Earth-616),Gene Colan

Samuel_Smithers_(Earth-616),Dick Ayers

Samuel_Sterns_(Earth-616),Steve Ditko

Samuel_Wilson_(Earth-616),Gene Colan

Sam_(Barber_Shop)_(Earth-616),Jack Kirby

Sam_(Barber_Shop)_(Earth-616),John Severin

Sam_Barker_(Earth-616),Jack Kirby

Sam_Bullit_(Earth-616),Gil Kane

Sam_Dunbrow_(Earth-616),Chuck Miller

Sam_Hawk_(Earth-616),Jack Keller

Sam_Jordan_(Earth-616),Don Heck

Sam_Kemperer_(Earth-7888),Jack Kirby

Sam_Klaw_(Earth-616),John Severin

Sam_Murdock_(Earth-616),Joe Maneely

Sam_Savage_(Earth-616),John Severin

Sam_Scorpio_(Earth-616),Jack Keller

Sam_Simms_(Earth-616),Joe Orlando

Sam_Thorne_(Earth-616),Jack Kirby

Sanctum_Sanctorum,Steve Ditko

Sandor_(Earth-616),Larry Lieber

Sandra_Baker_(Earth-77013),Larry Lieber

Sandra_Starr_(Earth-616),Al Hartley

Sandu_(Earth-616),Jack Kirby

Santiago_Rivera_(Earth-616),Jack Kirby

Santo_Marco_(Country),Jack Kirby

Sarah_Wilson_(Earth-616),Gene Colan

Satellite_Machine,Steve Ditko

Satyrs,Jack Kirby

Sayge_(Earth-616),Marie Severin

Scarlet_Beetle_(Earth-616),Larry Lieber

Scarlet_Beetle_(Earth-616),Jack Kirby

Scarlet_Witch%27s_Suit,Jack Kirby

Scientists_Guild_(Earth-616),Carl Burgos

Scientists_Guild_(Earth-616),Robert O. Erisman

Scientists_Guild_(Earth-616),Newt Alfred

Scientists_Guild_(Earth-616),Jack Kirby

Scorpion%27s_Suit,Steve Ditko

Scott_Summers_(Earth-616),Jack Kirby

Scott_Summers_(Earth-71016),John Romita Jr.

Scroll_of_Eternity,Steve Ditko

Sealer_Beam,Herbert Trimpe

Seaweed_Man_(Earth-616),Gene Colan

Sea_of_Fear,Jack Kirby

Second-Story_Sammy_(Earth-616),Carl Burgos

Secret_Empire_(Earth-616),Jack Kirby

Seidring_(Earth-616),Jack Kirby

Selma_Geldberg_(Earth-616),Dick Ayers

Sen-Yu_(Earth-616),Steve Ditko

Senator_Mushbell_(Earth-616),Syd Shores

Sentinels,Jack Kirby

Sentinel_10_(Earth-616),Jack Kirby

Sentinel_10_(Earth-616),Jay Gavin

Sentinel_11_(Earth-616),Jack Kirby

Sentinel_11_(Earth-616),Jay Gavin

Sentinel_17_(Earth-616),Jack Kirby

Sentinel_17_(Earth-616),Jay Gavin

Sentinel_1_(Earth-616),Jack Kirby

Sentinel_1_(Earth-616),Jay Gavin

Sentinel_2_(Earth-616),Jack Kirby

Sentinel_2_(Earth-616),Jay Gavin

Sentinel_3-D_(Earth-616),Jack Kirby

Sentinel_3-D_(Earth-616),Jay Gavin

Sentinel_3-R_(Earth-616),Jack Kirby

Sentinel_3-R_(Earth-616),Jay Gavin

Sentinel_3_(Earth-616),Jack Kirby

Sentinel_3_(Earth-616),Jay Gavin

Sentinel_4_(Earth-616),Jack Kirby

Sentinel_4_(Earth-616),Jay Gavin

Sentinel_5_(Earth-616),Jack Kirby

Sentinel_5_(Earth-616),Jay Gavin

Sentinel_6_(Earth-616),Jack Kirby

Sentinel_6_(Earth-616),Jay Gavin

Sentinel_7_(Earth-616),Jack Kirby

Sentinel_7_(Earth-616),Jay Gavin

Sentinel_8-R_(Earth-616),Jack Kirby

Sentinel_8-R_(Earth-616),Jay Gavin

Sentinel_9_(Earth-616),Jack Kirby

Sentinel_9_(Earth-616),Jay Gavin

Sentinel_A_(Earth-616),Jack Kirby

Sentinel_A_(Earth-616),Jay Gavin

Sentinel_B_(Earth-616),Jack Kirby

Sentinel_B_(Earth-616),Jay Gavin

Sentinel_C_(Earth-616),Jack Kirby

Sentinel_C_(Earth-616),Jay Gavin

Sentinel_F_(Earth-616),Jack Kirby

Sentinel_F_(Earth-616),Jay Gavin

Sentinel_L_(Earth-616),Jack Kirby

Sentinel_L_(Earth-616),Jay Gavin

Sentinel_MK_I,Jack Kirby

Sentinel_MK_I,Jay Gavin

Sentinel_O_(Earth-616),Jack Kirby

Sentinel_O_(Earth-616),Jay Gavin

Sentinel_T_(Earth-616),Jack Kirby

Sentinel_T_(Earth-616),Jay Gavin

Sentry_459_(Earth-616),Jack Kirby

Sentry_9168_(Earth-616),Jack Kirby

Sergei_Kravinoff_(Earth-616),Steve Ditko

Sergius_O%27Hoolihan_(Earth-616),Jack Kirby

Sergius_O%27Hoolihan_(Earth-78909),Jack Kirby

Sergi_Amkov_(Earth-616),Don Heck

Serra_Carson_(Earth-77013),Larry Lieber

Sersi_(Earth-616),Robert Bernstein

Sersi_(Earth-616),Jack Kirby

Servo-Guards_(Earth-616),Jack Kirby

Servo-Robot_(Earth-616),Bill Everett

Seth_Crane_(Earth-616),Jack Kirby

Seth_Wilson_(Earth-616),Jack Kirby

Seymour_O%27Reilly_(Earth-616),Steve Ditko

Shades_of_the_Seraphim,Marie Severin

Shades_of_the_Shadowy_Demons,Bill Everett

Shadow_Man_(Earth-616),Steve Ditko

Shagg_(Earth-616),Jack Kirby

Shalla-Bal_(Earth-71016),John Romita Jr.

Shannon,Don Heck

Sharon_Carter_(Earth-616),Jack Kirby

Sharon_Carter_(Earth-616),Dick Ayers

Sharon_Carter_(Earth-8610),Jack Kirby

Sharon_Carter_(Earth-8610),Dick Ayers

Sharon_Xavier_(Earth-616),Jack Kirby

Sharon_Xavier_(Earth-616),Alex Toth

Shazana%27s_Globe,Steve Ditko

Shazana_(Earth-616),Steve Ditko

Sha_Shan_Nguyen_(Earth-616),John Romita Sr.

Sheila_Reynolds_(Earth-616),Jack Kirby

Shezada_(Earth-616),Jack Kirby

Shield_of_the_Seraphim,Denny O'Neil

Shield_of_the_Seraphim,Bill Everett

Shivoor_(Earth-616),Jack Kirby

Shocker%27s_Vibro-Shock_Gauntlets,John Romita Sr.

Shock_Roller,Jack Kirby

Shorty_(Earth-616),Jack Kirby

Shzzzllzzzthzz_(Earth-616),Jack Kirby

Shzzzllzzzthzz_(Earth-616),Dick Ayers

Siegfried_Farber_(Earth-616),Dick Ayers

Sif_(Earth-616),Jack Kirby

Sif_(Earth-70766),John Buscema

Sif_(Earth-77013),Larry Lieber

Signor_Korte_(Earth-616),Syd Shores

Sigurd_(Earth-616),Jack Kirby

Silas_Birch_(Earth-616),Larry Lieber

Silas_Birch_(Earth-616),Jack Kirby

Silas_Cragg_(Earth-616),Gene Colan

Silent_Fox_(Earth-616),Jack Kirby

Silent_One_(Earth-616),John Buscema

Silent_Stalker_(Earth-616),John Buscema

Silver_City,Jack Kirby

Silver_Dollar_Saloon,Jack Kirby

Silvio_Manfredi_(Earth-616),John Romita Sr.

Silvio_Manfredi_(Earth-616),John Buscema

Simon_Garth_(Earth-616),Bill Everett

Simon_Garth_(Earth-616),Roy Thomas

Simon_Garth_(Earth-616),Steve Gerber

Simon_Garth_(Earth-616),John Buscema

Simon_Krandis_(Earth-77013),Larry Lieber

Simon_Queel_(Earth-616),Paul Reinman

Simon_Savage_(Earth-616),Dick Ayers

Simon_Williams_(Earth-616),Jack Kirby

Sin-Cong,Don Heck

Sindri_(Earth-616),Jack Kirby

Sinister_Six_(Earth-616),Steve Ditko

Sir_Galahad_(Earth-616),Joe Maneely

Sir_Gawain_(Earth-616),Joe Maneely

Sir_James_(Earth-616),Larry Lieber

Sir_James_(Earth-616),Carl Burgos

Sir_Lancelot_(Earth-616),Joe Maneely

Sir_Lepard_(Earth-616),Jack Kirby

Sir_Lyan_(Earth-616),Jack Kirby

Sir_Ossilot_(Earth-616),Jack Kirby

Sir_Percy_of_Scandia_(Earth-616),Joe Maneely

Sir_Porga_(Earth-616),Jack Kirby

Sir_Ram_(Earth-616),Marie Severin

Skagg_(Earth-616),Jack Kirby

Skoll_(Earth-616),Larry Lieber

Skord_(Earth-616),Jack Kirby

Skrang_(Earth-616),Larry Lieber

Skrull_Cows_(Earth-616),Jack Kirby

Skrull_Sea,Jack Kirby

Skuld_(Earth-616),Larry Lieber

Skuld_(Earth-616),Jack Kirby

Skurge_(Earth-616),Jack Kirby

Slade_(Earth-616),Bill Everett

Slade_(Outlaw)_(Earth-616),Chuck Miller

Slave-Master_(Earth-616),Jack Kirby

Sleeper_Robots_(Earth-616),Jack Kirby

Sleeper_Robots_(Earth-616),George Tuska

Slugger_Sykes_(Earth-616),Jack Kirby

Smilodon,Jack Kirby

Smokey_(Earth-616),Bob Brown

Sneep,Larry Lieber

Sneepers,Larry Lieber

Sniper_(Earth-616),Jack Kirby

Sobek_(Earth-616),Jack Kirby

Sonic_Disruptor,Jack Kirby

Sons_of_the_Serpent_(Earth-616),Don Heck

Sophia_Striker_(Earth-928),Paul Ryan

Space_Phantom_(Earth-616),Jack Kirby

Spade_Desmond_(Earth-616),Jack Kirby

Specto-Fish,Jack Kirby

Spencer_Smythe_(Earth-616),Steve Ditko

Spencer_Watson_(Earth-77013),Floro Dery

Spider-Finder,Steve Ditko

Spider-Man%27s_Belt_Camera,Steve Ditko

Spider-Man%27s_Spider-Signal,Steve Ditko

Spider-Man%27s_Suit,Steve Ditko

Spider-Man%27s_Utility_Belt,Steve Ditko

Spider-Man_(Robot)_(Earth-6311),Don Heck

Spider-Slayer_Mark_I,Steve Ditko

Spider-Tracer-Tracker,Steve Ditko

Spider-Tracer,Steve Ditko

Spider-Wave_Transmitter,Steve Ditko

Spider_Men,Larry Lieber

Spider_Men,Jack Kirby

Spinybeast_(Earth-616),Steve Ditko

Spliny_(Earth-616),Jack Kirby

Sporr_(Amoeba_Mutate)_(Earth-616),Jack Kirby

Spragg_(Earth-616),Jack Kirby

Squad_of_Mystery_(Earth-616),Syd Shores

Stallion_of_Doom_(Earth-616),Jack Kirby

Stansky_(Earth-616),N. Korok

Stansky_(Earth-616),Don Heck

Stan_Lee_(Earth-70813),Kevin Maguire

Stardust_Studios,Jack Kirby

Stark_Enterprises_Main_Plant,Robert Bernstein

Stark_Enterprises_Main_Plant,Jack Kirby

Stephanie_De_La_Spiroza_(Earth-616),Don Heck

Stephen_Strange_(Earth-616),Steve Ditko

Stephen_Strange_(Earth-71016),John Romita Jr.

Sterling_Silvermint_(Earth-77013),Larry Lieber

Sterling_Stuyvesant_(Earth-616),Dick Ayers

Steven_Rogers_(Earth-70813),Kevin Maguire

Steven_Rogers_(Earth-71016),John Romita Jr.

Steven_Rogers_(Earth-77013),Larry Lieber

Steve_Foster_(Earth-616),Larry Lieber

Steve_Miller_(Earth-616),Larry Lieber

Steve_Miller_(Earth-616),Jack Kirby

Stilt-Man%27s_Suit,Wally Wood

Stoneface_(Earth-616),Gene Colan

Stones_of_Merlin,Jack Kirby

Stone_Hive,Jack Kirby

Storm_Giants,Larry Lieber

Stranger_(Cosmic_Being)_(Earth-616),Jack Kirby

Stranger_(Cosmic_Being)_(Earth-616),Chic Stone

Stranger_(Earth-70766),John Buscema

Stranger_(Silver_Age)_(Earth-616),Larry Lieber

Stranger_(Silver_Age)_(Earth-616),Jack Kirby

"Strategic_Homeland_Intervention,_Enforcement_and_Logistics_Division_(Earth-616)",Jack Kirby

Sub-Atomica,Jack Kirby

Sub-Mariner%27s_Domed_Undersea_Villa,Jack Kirby

Sue_Walker_(Earth-616),Paul Reinman

Sulibeg_(Earth-616),Jack Kirby

Sundown_City,Jack Kirby

Super-Adaptoid_(Earth-616),Gene Colan

Super-Adaptoid_(Earth-616),Jack Kirby

Super-Apes_(Earth-616),Jack Kirby

Super-Humanoid_(Earth-616),Herb Trimpe

Super-Skrulls_(Earth-616),Jack Kirby

Supramor_(Earth-616),Bob Powell

Supremacy_(Earth-616),Jack Kirby

Supreme_Intelligence_(Earth-616),Jack Kirby

Surtur_(Earth-616),Jack Kirby

Susan_Clark_(Earth-616),Jack Kirby

Susan_Scarbo_(Earth-616),Gene Colan

Susan_Storm_(Earth-1102),Dale Eaglesham

Susan_Storm_(Earth-616),Jack Kirby

Susan_Storm_(Earth-71016),John Romita Jr.

Susan_Storm_(Earth-77013),Larry Lieber

Sutter_Street,John Buscema

Svenzaldo_Zambooba_(Earth-616),Jack Kirby

Swordsman%27s_Sword,Don Heck

Sylvia_Blandings_(Earth-616),Larry Lieber

Synthetic_Man_(Earth-616),Ross Andru

T%27Chaka_(Earth-616),Jack Kirby

T%27Challa_(Earth-616),Jack Kirby

T%27Challa_(Earth-71016),John Romita Jr.

Taa-ans,Jack Kirby

Taa,Jack Kirby

Taboo_(Extraterrestrial)_(Earth-616),Jack Kirby

Tad_Carter_(Earth-616),Steve Ditko

Tagar_(Earth-616),Jack Kirby

Tai_Chen_(Earth-616),Don Heck

Tana_Mendori_(Earth-77013),John Romita

Tana_Nile_(Earth-616),Jack Kirby

Taneleer_Tivan_(Earth-616),Don Heck

Tarnax_IV,Jack Kirby

Taxtor_(Earth-616),Jack Kirby

Techno_Organic_Jungle,Jack Kirby

Ted_Braddock_(Earth-616),Jerry Siegel

Ted_Braddock_(Earth-616),Dick Ayers

Ted_Chambers_(Earth-77013),Larry Lieber

Ted_Trent_(Earth-616),Al Hartley

Ted_Trent_(Earth-616),Sol Brodsky

Teen_Brigade_(Earth-616),Steve Ditko

Telbeck,Jack Kirby

Telbeck,George Tuska

Tele-fish_(Earth-616),Jack Kirby

Tennessee_Sam_(Earth-616),Al Hartley

Terrible_Trio_(Earth-616),Jack Kirby

Thackery_Van_Thwerp_(Earth-616),Al Hartley

Thaddeus_Ross_(Earth-616),Jack Kirby

Thakos_(Earth-616),Jack Kirby

THEM_(Earth-616),Jack Kirby

Thermal_Man_(Earth-616),Jack Kirby

The_Bat_(Harper)_(Earth-616),Jack Kirby

The_Owl_(WWII)_(Earth-616),Al Avison

Thing_in_the_Black_Box_(Earth-616),Jack Kirby

Thing_that_Crawled_by_Night_(Earth-616),Jack Kirby

Thing_That_Hunts_for_Me_(Earth-616),Larry Lieber

Thing_That_Hunts_for_Me_(Earth-616),Jack Kirby

Thomas_Burke_(Earth-616),Jack Kirby

Thomas_Gideon_(Earth-616),Jack Kirby

Thomas_Gideon_(Earth-616),Gerry Conway

Thomas_Gideon_(Earth-616),John Buscema

Thor_Odinson_(Demon_Duplicate)_(Earth-616),Joe Sinnott

Thor_Odinson_(Earth-616),Don Rico

Thor_Odinson_(Earth-616),Hy Rosen

Thor_Odinson_(Earth-616),Jack Kirby

Thor_Odinson_(Earth-616),Larry Lieber

Thor_Odinson_(Earth-70766),John Buscema

Thor_Odinson_(Earth-70813),Kevin Maguire

Thor_Odinson_(Earth-71016),John Romita Jr.

Thor_Odinson_(Earth-77013),Larry Lieber

Throckmorton_Van_Thwerp_II_(Earth-616),Al Hartley

Thryheim,Jack Kirby

Thunder_(Black_Knight)_(Earth-616),Joe Maneely

Thunder_(Two-Gun_Kid)_(Earth-616),Jack Kirby

Tiana_Sikoski_(Earth-928),Paul Ryan

Tiboro_(Earth-616),Steve Ditko

Tiger_(Dog)_(Earth-616),Al Hartley

Time_Platform,Jack Kirby

Timmy_Carter_(Earth-616),David Aja

Timothy_Dugan_(Earth-616),Jack Kirby

Timothy_Jones_(Adult)_(Earth-616),Jack Kirby

Tim_Boo_Ba_(Earth-616),Steve Ditko

Titanium_Man_Armor_(Bullski%27s),Don Heck

Titan_(Atlantean_Beast)_(Earth-616),Jack Kirby

Titus_Locke_(Earth-616),Don Rico

Tnneya_(Earth-616),Keith Pollard

Toadius_V_(Earth-616),Jack Kirby

Toag_(Earth-616),Jack Kirby

Tobe_Levine_(Earth-616),Gene Colan

Tobin_(Earth-616),Robert Bernstein

Tobin_(Earth-616),Jack Kirby

Todyquiel_(Earth-616),Steve Ditko

Tod_White_(Earth-616),Don Rico

Togo_(Earth-616),Don Rico

Tok,Jack Kirby

Tomazooma_(Manidoog_God)_(Earth-616),Jack Kirby

Tomazooma_(Robot)_(Earth-616),Jack Kirby

Tommy_Dillon_(Earth-77013),Larry Lieber

Tommy_Rimston_(Earth-77013),John Romita

Tommy_Tomkins_(Earth-616),Steve Ditko

Tommy_Weems_(Earth-616),Larry Lieber

Tommy_Weems_(Earth-616),Don Heck

"Tom_Bobkins,_Jr._(Earth-616)",Steve Ditko

"Tom_Bobkins,_Sr._(Earth-616)",Steve Ditko

Tom_Bobkins_the_Third_(Earth-616),Steve Ditko

Tom_Brewster_(Earth-616),Gene Colan

Tom_Danger_(Earth-616),Mike Sekowsky

Tom_Hale_(Earth-616),Stan Goldberg

Tom_Hale_(Earth-616),Kate Leth

Tom_Hale_(Earth-616),Brittney Williams

Tom_Smith_(Alien)_(Earth-616),Don Heck

Tom_Smith_(Earth-616),Jack Kirby

Torger_(Earth-616),Jack Kirby

Torgo_(Earth-616),Jack Kirby

Torrak_(Earth-616),Jack Kirby

Totem_Creature_(Earth-616),Steve Ditko

Toto_(Mongolian)_(Earth-616),Al Avison

Town_Towers,Jack Kirby

Tranquilizer_Rifle,Jack Kirby

Transia,Jack Kirby

Transylvania,Larry Lieber

Transylvania,Don Heck

Tri-Man_(Earth-616),Gene Colan

Tribbitites,Jack Kirby

Tribeca,William Blake Everett

Tricephalous_(Earth-616),Jack Kirby

Trick_Arrows,Don Heck

Trident_of_Neptune,Gene Colan

Trigger_Gap,Jack Kirby

Triton_(Earth-616),Jack Kirby

Triton_(Earth-71016),John Romita Jr.

Troxx,Keith Pollard

Trudy_and_Tessie_Tempest_(Earth-616),Al Hartley

Trull_(Alien)_(Earth-616),Jack Kirby

Trung_Tuan_(Earth-616),Gene Colan

Tumbling_Turners_(Earth-616),Jack Keller

Turk_O%27Rourke_(Earth-616),Roy Thomas

Turk_O%27Rourke_(Earth-616),Mike Sekowsky

Turk_O%27Rourke_(Earth-616),Steve Ditko

Twilight_Sword,Jack Kirby

Two-Headed_Thing_(Earth-616),Jack Kirby

Two-Headed_Thing_(Earth-616),Dick Ayers

Tyrannoids,Jack Kirby
